id_atendimento,data_venda,valor_venda,descricao_servico,valor_servico,nome_animal,peso_animal,nome_cliente,nome_funcionario,cpf_funcionario,data_atendimento,valor_total_atendimento
191,2024-08-06,436.17,Banho Com Shampoo Antipulgas,96.53,Amanda,13.48,Christina Smith,Margaret Miller,583-79-6230,2024-11-21,91.92
192,2024-03-17,474.05,Venda de Produtos da Loja,267.15,Tonya,28.73,Sandra Bryant,Samantha Lee,775-35-5905,2024-11-08,257.82
193,2024-01-18,79.66,Desparasitação,270.58,Elizabeth,38.66,Megan Rose,Emily Perry,757-77-9880,2024-11-21,491.91
194,2024-08-22,453.04,Aplicação de Vacinas,247.18,Brittany,18.64,Kimberly Nguyen,Lindsey Lee,783-39-5568,2024-11-06,130.56
195,2024-03-28,258.18,Corte de Dentes,231.01,Mark,30.9,Morgan Walter,Darrell Salas,785-41-9588,2024-11-11,507.49
196,2024-05-26,140.69,Diária Básica,20.94,Riley,15.06,Steven Martin,Christopher Garcia,169-64-4274,2024-11-04,388.29
197,2024-07-26,429.49,Transporte para Banho e Tosa,218.02,Tyler,23.9,Karen Lloyd,Lindsay Sandoval,592-23-5490,2024-11-10,645.47
198,2024-05-11,192.31,Venda de Produtos da Loja,132.55,Manuel,43.03,Ronald Ortiz,Stacey Dudley,152-73-7401,2024-11-02,283.39
199,2024-04-17,200.55,Diária Básica,182.45,Steven,8.31,Cody Oliver,William Vance,779-23-9269,2024-11-05,329.68
200,2024-01-15,263.91,Consulta Geral,42.92,Shannon,43.95,Justin Foster,Sean Smith,607-08-7500,2024-11-14,209.64
201,2024-08-20,114.31,Consulta Geral,197.31,Sean,20.85,Holly Bowers,Miguel Hernandez,499-56-0037,2024-11-03,510.79
202,2024-02-12,345.69,Desparasitação,265.41,Cynthia,16.65,Caroline Reynolds,Rachel Anderson,653-84-5079,2024-11-24,188.84
203,2024-04-06,102.57,Venda de Produtos da Loja,260.17,Danny,26.84,Marissa Ortega,Dr. Robert Gutierrez,134-39-0421,2024-11-21,418.97
204,2024-11-18,262.31,Exame Parasitológico de Aves,60.98,Michael,21.27,Christopher Garrison,Kristen Morton,588-21-6721,2024-11-09,322.78
205,2024-07-28,120.91,Banho,227.36,Brian,16.21,Jason Mora,Jasmin Daniels,524-69-6142,2024-11-08,624.39
206,2024-04-10,385.32,Diária Básica,136.29,Joseph,26.66,Crystal Mayer,Erica Chan,769-67-7694,2024-11-05,691.79
207,2024-05-22,109.49,Aparação de Bico,236.43,Troy,24.94,Holly Brown,Richard Pittman,150-73-9971,2024-11-17,684.17
208,2024-03-24,488.54,Aparação de Asas,286.27,Alexander,33.4,William Short PhD,Micheal Martinez,430-26-7213,2024-11-08,239.55
209,2024-05-10,242.5,Aparação de Bico,192.35,Gary,28.99,Regina Lopez,William Gutierrez,077-16-1967,2024-11-19,87.84
210,2024-03-17,226.89,Consulta Geral,93.55,Michelle,25.49,Leslie Whitehead,Lauren Jones,564-74-6725,2024-11-16,378.07
211,2024-06-01,118.67,Corte de Dentes,80.75,Michele,19.92,Joseph Rodgers,Bruce Ortega,683-42-4740,2024-11-12,694.98
212,2024-09-18,113.83,Banho,74.66,Matthew,10.8,Vincent Burns,Michael Ball,234-82-4114,2024-11-14,414.02
213,2024-04-22,493.48,Transporte para Consultas,22.79,Renee,21.25,Heather Zavala,Michael Bryan,427-12-1560,2024-11-15,453.13
214,2024-11-05,330.61,Venda de Produtos da Loja,236.46,David,25.64,Randy Alvarez,John Hansen,041-63-0256,2024-11-22,522.53
215,2024-02-06,245.5,Venda de Produtos da Loja,115.21,Melanie,30.06,George Flores,Gary Lopez,659-33-6670,2024-11-16,663.28
216,2024-08-02,406.11,Tosa Completa,97.74,Anthony,37.58,Michael Collins,Andrea Randall,194-54-9437,2024-11-07,655.06
217,2024-09-25,140.77,Exame Parasitológico de Aves,238.98,Sheena,38.25,Joe Jackson,Gabriel Snyder,507-23-5654,2024-11-11,342.24
218,2024-01-04,162.95,Consulta Geral,101.34,Tina,41.22,Joseph Sawyer,Stephanie Gibbs,238-88-9040,2024-11-02,651.18
219,2024-05-07,139.6,Corte de Dentes,247.94,William,42.95,Randy Carson,Thomas Washington,789-52-8643,2024-11-16,408.5
220,2024-04-02,492.51,Diária Básica,76.91,Jennifer,25.06,Gregory Jones,Kathryn Martin,318-67-4893,2024-11-19,533.32
221,2024-07-12,244.74,Venda de Produtos da Loja,210.59,Melissa,19.86,Andrew Martinez,Rachel Medina,002-21-2996,2024-11-02,684.03
222,2024-10-06,165.66,Exame Parasitológico de Aves,28.4,Bryan,24.12,Lauren Olson,Angela Bishop,368-57-9000,2024-11-24,395.63
223,2024-02-15,172.21,Diária Básica,34.62,Kathy,18.74,Heather Hodges,Lisa Bradley,131-43-9469,2024-11-20,99.38
224,2024-01-04,379.57,Transporte para Consultas,257.53,David,8.15,Gerald Robertson,Dwayne Cunningham,423-09-5117,2024-11-06,574.04
225,2024-02-09,448.09,Banho,163.1,Nathan,28.78,Justin Moran,Michael Hall,410-50-8106,2024-11-23,647.95
226,2024-03-02,275.49,Tosa Completa,161.13,John,36.89,Amy Lopez,Kyle Adams,255-64-8790,2024-11-10,448.59
227,2024-07-29,310.16,Diária Básica,191.16,Kenneth,29.75,Matthew Watts,Amber Jacobs,432-79-4772,2024-11-01,124.77
228,2024-06-26,110.23,Consulta Veterinária de Emergência,165.55,Tanya,10.75,Cynthia Carr,Christian Mills,633-71-1325,2024-11-08,227.05
229,2024-04-09,65.72,Banho,113.04,Ashley,18.08,Robert Meyer,Sandra Jimenez,077-68-3975,2024-11-09,291.58
230,2024-01-03,490.46,Diária com Recreação,105.13,Natalie,5.35,Abigail Benson,Kristi Cox,549-15-6656,2024-11-11,631.4
231,2024-07-17,263.38,Consulta Veterinária de Emergência,50.16,Elizabeth,28.26,Stefanie Washington,Daniel Murray,894-43-8754,2024-11-09,259.68
232,2024-11-09,421.11,Diária Básica,94.85,Andre,41.82,Jesse Howe,Judy Buckley,445-54-2883,2024-11-22,261.38
233,2024-06-29,204.45,Venda de Produtos da Loja,90.15,Thomas,16.83,Kyle Ryan,Nicole Walker,558-11-7496,2024-11-07,99.74
234,2024-06-30,364.84,Venda de Produtos da Loja,148.49,Mary,47.76,Kevin Thompson,Antonio Robbins,548-91-4643,2024-11-14,418.89
235,2024-08-28,390.78,Microchipagem,65.48,Michael,14.77,Michelle Reyes MD,Lindsay Bartlett,579-70-3063,2024-11-05,412.73
236,2024-03-17,77.19,Microchipagem,150.07,Jennifer,43.33,Tracy Harrington,Katherine Rice,876-45-9419,2024-11-16,409.31
237,2024-08-22,103.16,Transporte para Consultas,176.42,Adrian,23.94,Gregory Silva MD,Cheryl Wilson,573-11-8501,2024-11-08,564.63
238,2024-09-20,192.52,Exame Parasitológico de Aves,149.64,Debra,27.78,Jessica Brewer,Angela Lewis,750-90-5536,2024-11-09,208.16
239,2024-08-14,303.79,Diária Básica,217.16,Sophia,42.97,Nicholas Newman,Jerome Black,474-60-4146,2024-11-01,618.78
240,2024-09-19,424.3,Aparação de Asas,166.83,Julie,17.13,Jocelyn Mccarty,Courtney Robbins,825-52-6667,2024-11-16,365.19
241,2024-02-16,341.54,Desparasitação,146.85,Sarah,34.73,Jennifer Henry,John Walker,745-02-5254,2024-11-19,448.89
242,2024-03-11,356.75,Desparasitação,146.34,Richard,39.31,Joanna Chan,Sarah Lopez,346-23-3866,2024-11-16,385.54
243,2024-09-09,257.92,Corte de Dentes,180.64,Laura,46.3,Joseph Rosario,Tabitha Liu,423-48-4024,2024-11-09,157.62
244,2024-06-27,160.66,Exame Parasitológico de Aves,59.95,Mark,39.91,Michael Guerra,Michael Jones,180-85-3436,2024-11-15,271.77
245,2024-04-23,434.69,Aparação de Bico,127.04,Paul,41.93,Kyle Olson,Mandy Brooks,892-90-9679,2024-11-12,443.66
246,2024-07-27,80.4,Banho,265.04,Lisa,28.66,Trevor Castro,Jessica Hall,408-11-6783,2024-11-15,481.91
247,2024-05-14,326.51,Corte de Unhas,230.34,Ashley,23.29,Joshua Benson,Ann Kirby,842-40-7854,2024-11-08,232.76
248,2024-02-06,463.93,Consulta Geral,179.08,Kent,17.91,Patricia Vargas,Aaron Lucas,856-53-8782,2024-11-08,173.94
249,2024-09-08,167.89,Microchipagem,68.7,Tina,30.23,Steven Davis,James Lawson,622-07-7073,2024-11-01,325.87
250,2024-08-04,76.14,Aparação de Asas,178.51,Shirley,17.92,Connie Kirby,Amber Choi,001-21-3947,2024-11-19,344.01
251,2024-01-10,204.83,Consulta Geral,274.87,Kevin,33.58,William Nolan,Joanna Pierce,538-20-8974,2024-11-11,309.06
252,2024-06-18,188.46,Exame Parasitológico de Aves,32.26,Rebecca,42.53,Courtney Moreno,Edward Williams,056-48-8993,2024-11-05,565.43
253,2024-08-02,427.77,Consulta Geral,30.38,Joshua,43.99,Amanda King,Jeffrey Flores,716-41-7509,2024-11-10,668.57
254,2024-11-21,251.38,Exame Parasitológico de Aves,253.3,Ryan,16.5,Jennifer Villegas,Daniel Curry,242-01-6646,2024-11-01,460.21
255,2024-10-06,309.76,Consulta Geral,298.3,Nathan,22.33,Tasha Davis,Mike Freeman,449-14-2483,2024-11-23,289.48
256,2024-03-27,201.88,Venda de Produtos da Loja,155.1,Michael,13.68,Joe Black,Rhonda Stanley,420-94-9563,2024-11-24,110.78
257,2024-06-12,218.07,Aplicação de Vacinas,290.8,Gary,42.22,Dr. Cindy Lewis,Kimberly Walker,583-32-9441,2024-11-08,113.67
258,2024-11-23,153.75,Microchipagem,99.47,Ross,47.15,John Schultz,Pamela Oliver,285-67-2456,2024-11-22,681.62
259,2024-01-07,386.97,Tosa Higiênica,140.77,Steven,49.46,Michael Dominguez,Christina Ramirez,553-11-1634,2024-11-12,439.01
260,2024-01-18,78.42,Venda de Produtos da Loja,80.3,Francisco,41.19,Samuel Cruz,Patricia Hodges,300-89-3363,2024-11-19,455.4
261,2024-01-16,403.12,Aparação de Bico,154.87,Margaret,28.83,Mark Greene,Christopher Frey,027-79-0164,2024-11-19,104.88
262,2024-09-03,391.96,Consulta Geral,177.58,Ronald,30.72,Patrick Sampson,Shawn Berger,327-07-9029,2024-11-24,356.01
263,2024-01-09,298.39,Banho,100.25,Amanda,11.81,Brianna Morales,Robert Garcia,872-07-8638,2024-11-13,531.78
264,2024-07-20,175.22,Tosa Higiênica,113.63,Matthew,39.68,Rebecca Evans,Peter Jones,708-02-9189,2024-11-16,334.62
265,2024-06-02,482.95,Tosa Completa,171.23,Eric,25.8,Ricardo King,Phyllis Wells,586-11-5457,2024-11-21,429.05
266,2024-10-01,489.24,Tosa Higiênica,274.65,Rhonda,8.99,Kaitlyn Leon,William Campbell,813-62-5035,2024-11-08,260.34
267,2024-06-29,497.24,Banho Com Shampoo Antipulgas,278.12,Emily,26.49,Lee Cruz,Katrina Bullock,035-53-6296,2024-11-17,450.89
268,2024-04-14,471.12,Consulta Geral,39.33,Michael,33.43,Cheryl Riley,Sean Phillips,456-14-2675,2024-11-11,430.55
269,2024-01-28,478.14,Diária Básica,103.02,Lorraine,15.64,Leslie Perry,Amanda Riley,554-20-3769,2024-11-19,482.36
270,2024-07-27,293.0,Desparasitação,185.09,Wendy,7.8,Justin Williams,Stephanie Garza,567-84-4466,2024-11-10,484.08
271,2024-01-21,332.7,Consulta Veterinária de Emergência,130.59,David,35.7,Taylor Rogers,Nicholas Dillon,704-20-8370,2024-11-11,275.33
272,2024-08-28,412.11,Desparasitação,78.7,Albert,32.54,Aaron Martinez,Amanda Christensen,179-67-7581,2024-11-22,161.44
273,2024-04-07,396.7,Aparação de Asas,38.44,Megan,10.79,Kaitlyn Castillo,David Hall,712-70-7859,2024-11-16,660.95
274,2024-01-23,87.85,Banho,241.0,Phyllis,19.2,John Rodriguez,Jacqueline Torres,136-81-2636,2024-11-24,151.86
275,2024-05-29,248.29,Exame de Sangue,198.64,Gerald,17.31,Tina Mcdonald,Pamela Lopez,186-48-3291,2024-11-09,331.47
276,2024-04-27,336.9,Consulta Geral,145.05,Teresa,36.18,Jennifer Shields,Hunter Shaw,130-33-9444,2024-11-16,169.8
277,2024-04-22,99.56,Transporte para Banho e Tosa,97.71,Joshua,42.81,Linda Ryan,Frank Perry,143-12-3845,2024-11-08,368.98
278,2024-04-15,130.46,Consulta Veterinária de Emergência,215.44,Martin,42.94,Victoria Trujillo,William Cox,164-65-2035,2024-11-12,149.15
279,2024-04-30,296.23,Venda de Produtos da Loja,131.39,Brandon,35.21,Jordan Carter,Kevin Martin,157-63-5594,2024-11-09,655.07
280,2024-05-11,240.67,Consulta Geral,268.62,Grace,39.93,Miranda Sanders,Sheri Calderon,790-21-5434,2024-11-15,495.48
281,2024-10-02,76.21,Aparação de Bico,109.65,Mark,24.77,Linda Humphrey,Jonathan Gaines,116-45-9794,2024-11-19,78.77
282,2024-09-23,410.98,Aplicação de Vacinas,20.57,William,12.81,Renee Kelly DDS,Heather Eaton,697-93-0733,2024-11-22,429.31
283,2024-02-08,143.86,Transporte para Consultas,144.02,Stephanie,37.38,Brandi Ewing,Jerry Dixon,591-75-3282,2024-11-22,536.44
284,2024-05-18,368.65,Tosa Higiênica,136.33,Jeffrey,39.46,Bobby Beck,Michael Schneider,520-53-1400,2024-11-20,477.89
285,2024-03-07,444.07,Transporte para Consultas,152.27,Robin,20.07,Chelsea Hansen,Alexander Briggs,265-86-5617,2024-11-17,344.33
286,2024-08-10,199.12,Diária com Recreação,21.35,Daniel,42.85,Amy Whitaker,Tara Butler,080-54-1842,2024-11-11,587.7
287,2024-09-28,187.5,Consulta Veterinária de Emergência,71.19,Alexander,28.18,Brandon Clark,Joshua Singleton,144-62-8224,2024-11-24,639.82
288,2024-03-13,487.1,Diária com Recreação,285.16,Randy,21.84,Olivia Jennings,James Richards,043-10-0698,2024-11-08,455.08
289,2024-11-23,482.38,Banho,53.98,Tammy,39.11,Monique Krueger,Edward Wilson,775-01-6668,2024-11-15,589.19
290,2024-05-01,155.41,Aparação de Bico,20.63,Jennifer,36.96,David Parrish,Nicholas Garcia,396-67-1354,2024-11-02,241.08
291,2024-04-17,154.2,Aplicação de Vacinas,275.67,Mark,11.32,Travis Ryan,Cheryl Norton,172-34-1582,2024-11-18,668.15
292,2024-07-19,61.88,Banho,197.45,Michael,34.46,Gary Warner,Harold Griffith,183-16-5497,2024-11-21,76.25
293,2024-01-26,75.56,Tosa Completa,207.02,Stephen,22.15,Juan Castillo,Nicole Jones,777-71-9244,2024-11-18,155.15
294,2024-05-26,272.67,Aparação de Asas,192.07,Javier,26.96,Jessica Lutz,Matthew Watson,144-61-1396,2024-11-05,478.68
295,2024-04-15,338.48,Banho Com Shampoo Antipulgas,227.85,Stephen,15.27,Jason Jones,Randy Fernandez,859-88-2223,2024-11-05,331.42
296,2024-01-17,138.99,Venda de Produtos da Loja,230.83,Duane,8.01,Jonathan Singleton,Steven Nelson,229-07-9231,2024-11-21,226.78
297,2024-03-13,122.41,Consulta Veterinária de Emergência,295.86,Andre,17.71,Ryan Patel,Anthony Brown,560-68-5195,2024-11-24,509.49
298,2024-04-23,433.04,Banho,240.38,Leah,33.48,Mr. Michael Campbell,Aaron Cherry,575-96-6008,2024-11-23,687.36
299,2024-10-26,204.23,Consulta Geral,141.1,Martha,21.31,Jessica Weaver,Kimberly Burgess,122-56-0974,2024-11-01,527.51
300,2024-11-11,218.56,Consulta Geral,175.18,Cameron,10.84,Amy Roy,Wendy Cooper,102-87-8029,2024-11-07,258.12
301,2024-10-17,414.25,Transporte para Consultas,153.45,Tyler,9.22,George Barrett,Brandon Castillo,402-18-7147,2024-11-02,501.99
302,2024-10-26,91.3,Transporte para Consultas,38.86,Dominic,27.64,Hannah Lopez,Michael Johnson,479-01-8060,2024-11-12,345.17
303,2024-05-23,168.45,Tosa Completa,95.2,Jesus,18.5,Tom Gibbs,Elijah Floyd,401-11-9833,2024-11-17,440.12
304,2024-06-14,362.95,Aparação de Asas,179.39,Phillip,31.53,Michael Johnson,Edward Perez,826-36-3370,2024-11-14,583.75
305,2024-04-23,127.59,Aplicação de Vacinas,198.01,Edward,25.35,Jesse Mccarthy,Jordan Hawkins,469-21-0224,2024-11-23,106.84
306,2024-04-04,160.53,Banho,231.53,Nancy,9.07,Amy Willis,Christopher Salas,879-94-8533,2024-11-21,626.6
307,2024-04-24,328.61,Banho Com Shampoo Antipulgas,283.06,Logan,23.7,Megan Young,Lisa Alexander,331-89-2959,2024-11-10,524.49
308,2024-11-06,87.14,Exame de Sangue,212.87,Andrew,46.83,Sarah Walton,Paul Harrison,878-32-7307,2024-11-05,484.29
309,2024-02-08,210.44,Corte de Dentes,200.18,Robert,49.73,Russell Joseph,Laura King,837-84-2522,2024-11-20,270.88
310,2024-11-17,165.01,Exame Parasitológico de Aves,107.72,Robert,29.77,Justin Cochran,Paul Travis,050-06-2517,2024-11-01,109.61
311,2024-09-04,272.46,Aparação de Bico,45.24,Denise,6.35,Carla Moore,Donald Davis,814-08-1630,2024-11-18,189.97
312,2024-01-04,415.12,Diária com Recreação,291.68,Teresa,30.97,Regina Jones,Mr. Benjamin Roberts,215-89-2858,2024-11-24,619.0
313,2024-01-13,95.0,Tosa Completa,245.78,Sabrina,42.16,Sharon Newton,Brittany Torres,749-90-0313,2024-11-12,258.16
314,2024-09-27,82.93,Consulta Geral,237.74,Carrie,11.19,Mr. Lawrence Thornton,Brenda Sims,108-18-3130,2024-11-01,532.43
315,2024-03-26,394.45,Exame de Sangue,263.18,Andrew,11.69,Michael Reed,Zachary Jennings,319-39-1861,2024-11-18,81.73
316,2024-09-07,329.81,Microchipagem,282.8,Jessica,34.21,Jennifer Keller,Ashley Walker,632-30-3744,2024-11-05,488.5
317,2024-10-20,238.77,Transporte para Banho e Tosa,139.69,Nicholas,24.02,Meghan Shaw,Ariel Hill,443-09-7377,2024-11-06,133.36
318,2024-02-09,227.45,Venda de Produtos da Loja,287.32,Alfred,22.12,Peter Green,Kristin Baker,414-83-2965,2024-11-16,632.17
319,2024-03-06,214.96,Venda de Produtos da Loja,137.16,Angela,18.62,John Garcia,Anna Sims,809-89-3670,2024-11-01,379.19
320,2024-03-04,50.78,Tosa Higiênica,275.57,Ana,12.8,Bianca Gallagher,Anthony Hunt,746-37-8767,2024-11-10,447.58
321,2024-08-18,408.48,Venda de Produtos da Loja,124.78,Zachary,32.92,Lisa Wilcox,Nicole King,836-53-8166,2024-11-06,70.35
322,2024-02-06,301.1,Corte de Unhas,275.86,Gwendolyn,33.54,Toni Bauer,Sarah Sandoval,146-11-7905,2024-11-02,676.08
323,2024-02-01,173.21,Aparação de Asas,254.41,Rose,25.46,Crystal Stephens,Kayla Berry,103-58-6391,2024-11-03,220.93
324,2024-07-07,63.01,Venda de Produtos da Loja,184.88,Tina,9.76,Jeremy Bradley,Michael Higgins,330-32-1185,2024-11-05,72.92
325,2024-09-16,155.78,Aparação de Asas,214.57,Darren,15.57,Gary Jackson,Tammy Williams,539-70-6733,2024-11-22,395.97
326,2024-04-11,206.96,Consulta Geral,234.3,Colton,47.8,Sherry Hernandez,Pamela Arnold,789-29-7781,2024-11-11,424.61
327,2024-11-06,361.25,Venda de Produtos da Loja,146.28,Jose,35.56,Amanda Simmons,Sarah Taylor,641-17-3381,2024-11-07,208.01
328,2024-04-10,252.88,Exame Parasitológico de Aves,125.93,Charles,36.1,Alyssa Villanueva,Yolanda Jones,379-86-4015,2024-11-03,434.74
329,2024-09-02,377.46,Transporte para Banho e Tosa,270.6,Carlos,42.35,Ethan Miller,Sheena Cobb,552-57-0099,2024-11-23,523.26
330,2024-10-12,439.74,Corte de Dentes,221.31,Amanda,35.4,John Houston,Tracy Gross,864-91-1045,2024-11-13,473.68
331,2024-10-08,300.01,Consulta Geral,130.71,Krista,49.07,Bobby Castro,Aaron Brown,294-82-7843,2024-11-24,322.73
332,2024-04-30,363.66,Diária Básica,248.2,Dorothy,33.59,Lauren Woods,David Mays,209-75-8919,2024-11-21,660.32
333,2024-01-28,488.25,Aplicação de Vacinas,113.46,Barbara,43.22,Erin Jones,Richard Anderson,702-19-1122,2024-11-06,615.68
334,2024-04-20,109.49,Aplicação de Vacinas,278.16,Brian,34.19,Martha Barber,Daniel Vargas,705-44-4857,2024-11-20,269.68
335,2024-10-05,429.46,Aparação de Asas,102.36,Patrick,46.91,Madison Smith,Melissa House,881-76-7691,2024-11-21,71.18
336,2024-06-21,478.56,Diária com Recreação,186.18,Jeffrey,40.88,David Smith,Donald Carroll,287-91-0722,2024-11-23,157.44
337,2024-05-10,218.52,Tosa Completa,193.65,Meghan,30.64,Jennifer Smith,Kimberly Hall,467-73-4317,2024-11-07,384.28
338,2024-07-29,344.48,Banho Com Shampoo Antipulgas,279.29,Gregory,47.92,Tiffany Miller,Megan Brown,248-16-9242,2024-11-21,226.28
339,2024-10-17,265.18,Consulta Veterinária de Emergência,59.09,Colleen,13.23,Christopher Ruiz,Kristen Sheppard,640-60-8967,2024-11-10,316.6
340,2024-10-26,124.07,Corte de Dentes,224.87,Kelly,32.8,Ricky Prince,Derek Brown,869-51-8655,2024-11-24,93.19
341,2024-07-01,474.67,Aparação de Asas,81.9,Monica,29.38,Samantha Chung,Paul Jackson,248-56-1033,2024-11-13,386.56
342,2024-01-10,398.46,Diária Básica,208.27,Jared,45.52,Sharon Smith,Jennifer Mccarty,545-65-4647,2024-11-21,607.02
343,2024-06-19,205.07,Transporte para Banho e Tosa,231.71,Todd,31.95,Troy Olson,Martha Ramirez,265-92-9094,2024-11-14,236.77
344,2024-06-11,215.4,Aplicação de Vacinas,160.39,Taylor,10.34,Kelli Owens,David Moore,879-92-5169,2024-11-16,454.47
345,2024-09-07,363.78,Desparasitação,54.87,Gary,5.98,Travis Howell,Gregory Brown,677-59-8978,2024-11-22,197.75
346,2024-06-14,53.15,Diária Básica,186.49,Rebecca,15.53,April Taylor,Benjamin Harper,419-32-8450,2024-11-12,150.11
347,2024-11-04,173.71,Corte de Unhas,165.37,Teresa,43.3,Jessica Stokes,Kevin Fisher,524-43-4036,2024-11-01,422.88
348,2024-07-12,268.07,Venda de Produtos da Loja,223.8,Lisa,18.13,Linda Gaines,Carolyn Stone,394-44-9988,2024-11-10,443.93
349,2024-05-18,183.96,Aparação de Bico,97.29,Kristine,15.09,Stephanie Campbell,Jeffery Lewis,600-42-1324,2024-11-14,548.4
350,2024-10-03,56.01,Aplicação de Vacinas,46.58,Thomas,37.15,James Powers,Lauren Mcknight,479-74-5025,2024-11-02,286.85
351,2024-10-26,170.88,Transporte para Consultas,62.7,Melinda,40.78,Eric Scott Jr.,Glenn Wood,576-64-2699,2024-11-23,142.48
352,2024-02-12,206.72,Aparação de Bico,79.03,Benjamin,30.34,Mary Cardenas,Marissa Flores,350-21-9422,2024-11-06,289.19
353,2024-09-21,498.94,Aparação de Asas,266.0,Ashley,19.14,John Harvey,Diana Branch,149-08-9126,2024-11-21,482.62
354,2024-01-21,216.61,Tosa Completa,255.82,Heather,30.51,Amanda Johnson,Jennifer Smith,379-16-0423,2024-11-07,433.46
355,2024-04-06,90.45,Aparação de Bico,58.03,Jacqueline,35.6,Brian Baird,Tristan Smith,775-02-6901,2024-11-16,277.74
356,2024-04-10,155.43,Banho,162.31,Penny,30.09,Manuel Mccoy,Katelyn Salazar,626-65-9205,2024-11-12,133.66
357,2024-04-18,71.72,Aplicação de Vacinas,77.08,Sara,7.73,Eugene Collins,Stacey Hughes,237-79-9770,2024-11-07,266.36
358,2024-09-17,317.98,Aparação de Bico,37.71,Steven,43.58,Sarah Floyd,Bonnie Ochoa,255-27-3087,2024-11-10,117.54
359,2024-02-21,303.96,Desparasitação,22.94,April,47.45,Allen Lewis,Heather Roman,632-59-0893,2024-11-01,219.26
360,2024-09-25,118.33,Diária Básica,258.79,Blake,21.77,Jeremy Shelton,Brent Waters,395-14-0735,2024-11-05,348.32
361,2024-08-30,207.03,Transporte para Banho e Tosa,251.31,Sarah,6.52,Peter Mckinney,Carlos Nelson,700-87-7422,2024-11-07,339.64
362,2024-09-13,407.75,Venda de Produtos da Loja,258.5,Sheila,29.4,Logan Newton,Katherine Small,538-03-4213,2024-11-15,696.83
363,2024-02-16,283.41,Transporte para Consultas,204.49,Natasha,43.0,Bryan Thomas Jr.,Robert Knox,231-11-8221,2024-11-09,450.37
364,2024-01-07,276.23,Corte de Unhas,166.43,Robert,5.88,Carmen Johnson,David Howard,897-09-9100,2024-11-05,266.4
365,2024-08-29,129.87,Exame Parasitológico de Aves,231.12,David,44.97,Christopher Bush,Melissa Perkins,509-52-4460,2024-11-02,139.09
366,2024-05-28,300.58,Banho Com Shampoo Antipulgas,143.81,Micheal,25.5,Russell Ibarra,Bradley Johnson,258-05-2612,2024-11-01,207.05
367,2024-04-06,451.75,Transporte para Consultas,48.46,Sarah,31.44,James Smith,Randy Ward,014-42-7222,2024-11-10,360.11
368,2024-01-21,459.28,Aparação de Bico,198.25,Lori,46.67,David Fritz MD,Marie Bradley,489-66-2251,2024-11-01,386.82
369,2024-06-02,251.62,Banho,53.39,Emily,13.88,Terri Carter,Christopher Garrison,736-82-7416,2024-11-12,469.61
370,2024-03-10,217.23,Venda de Produtos da Loja,134.45,Nicholas,27.29,Hannah Martin,Virginia Peck,646-25-7237,2024-11-08,96.13
371,2024-01-19,433.68,Transporte para Consultas,68.95,Lorraine,20.73,Jason Jordan,Miranda Reynolds,069-17-4018,2024-11-14,551.35
372,2024-04-12,421.86,Venda de Produtos da Loja,184.67,Alexandra,17.61,Angela Carroll,Kristen Davis,850-25-3623,2024-11-23,71.29
373,2024-09-08,116.24,Exame Parasitológico de Aves,123.99,Robert,18.95,Karen Freeman,Marco David,626-62-0313,2024-11-17,695.7
374,2024-11-18,229.27,Consulta Geral,164.96,Carmen,31.77,Russell Schmidt,Gary Cobb,124-80-2026,2024-11-09,604.8
375,2024-05-03,265.32,Consulta Geral,107.25,Debra,35.66,Matthew Powers,Carolyn Hart,476-54-2480,2024-11-22,495.82
376,2024-05-22,307.01,Exame Parasitológico de Aves,179.9,Mike,10.42,John Dean,Robert Cooper,383-51-1451,2024-11-13,184.71
377,2024-02-08,87.38,Exame de Sangue,173.4,Ethan,27.64,Meghan Bennett,Kellie Gonzales,620-88-7489,2024-11-04,388.99
378,2024-08-01,434.83,Consulta Geral,102.88,Ashley,16.25,Dr. Stephanie Lang DVM,Kimberly Martinez,156-28-5540,2024-11-05,596.65
379,2024-01-22,286.11,Exame de Sangue,273.75,Steven,48.49,Frank Miller,Sara Garcia,336-10-0133,2024-11-23,500.28
380,2024-04-13,76.15,Transporte para Banho e Tosa,66.48,Denise,15.63,Robert Bradley,Adriana Jones,589-28-2932,2024-11-20,253.66
381,2024-08-20,274.79,Tosa Higiênica,158.76,Andrew,23.99,Kirsten Glenn,Brandon Mann,099-87-9918,2024-11-23,193.55
382,2024-07-23,175.91,Venda de Produtos da Loja,70.99,Marissa,35.48,Robert Patel,Heather Cisneros,871-99-4942,2024-11-09,247.93
383,2024-10-15,456.14,Corte de Unhas,91.33,Tina,19.22,Melissa Mcknight,Donna Ortiz,574-89-5749,2024-11-17,334.17
384,2024-10-26,404.91,Venda de Produtos da Loja,181.68,Debra,15.97,Christopher Miller,Zachary Marshall,104-04-1666,2024-11-01,269.7
385,2024-06-26,247.49,Aparação de Bico,111.1,Kyle,25.51,Kaitlyn Mendez,Samuel Patel,377-83-1462,2024-11-14,472.69
386,2024-01-05,334.29,Venda de Produtos da Loja,255.0,Tamara,7.06,Theresa Rowe,Megan Weber,653-75-5100,2024-11-24,451.47
387,2024-10-25,335.32,Aparação de Bico,32.55,Joseph,27.79,Sarah Noble,Jared Rivera PhD,669-99-8551,2024-11-11,311.87
